Article ID	Pub. Year	Authors	Affiliations	Title	Recommendation 1	Recommendation 2	Recommendation 3	Recommendation 4	Recommendation 5	Recommendation 6	Recommendation 7	Recommendation 8	Recommendation 9	Recommendation 10	url
000108	2011	Craig Saper	University of Maryland, Baltimore County	Readies Online	000140	000321	000003	000029	000193	000197	000369	000389	000317	000327	https://digitalhumanities.org/dhq/vol/5/3/000108/000108.html
000109	2011	Mauro Carassai | Elisabet Takehana	University of Florida | Fitchburg State University	Introduction	000172	000193	000256	000318	000049	000120	000488	000689	000457	000201	https://digitalhumanities.org/dhq/vol/5/3/000109/000109.html
000110	2012	Mark Deuze | Peter Blank | Laura Speers	Department of Telecommunications, Indiana University | Department of Telecommunications, Indiana University | King's College, London	A Life Lived in Media	000118	000122	000143	000485	000049	000619	000076	000243	000212	000437	https://digitalhumanities.org/dhq/vol/6/1/000110/000110.html
000111	2012	Ray Siemens | Meagan Timney | Cara Leitch | Corina Koolen | Alex Garnett	University of Victoria | University of Victoria | University of Victoria | University of Victoria | University of Victoria	Pertinent Discussions Toward Modeling the Social Edition: Annotated Bibliographies	000123	000431	000726	000202	000164	000078	000454	000026	000124	000090	https://digitalhumanities.org/dhq/vol/6/1/000111/000111.html
000112	2012	Patrik Svensson	University of Umeå	Envisioning the Digital Humanities	000202	000167	000095	000134	000209	000201	000172	000077	000119	000351	https://digitalhumanities.org/dhq/vol/6/1/000112/000112.html
000113	2012	David Ciccoricco	University of Otago	The Materialities of Close Reading: 1942, 1959, 2009	000140	000180	000203	000181	000011	000098	000499	000197	000313	000657	https://digitalhumanities.org/dhq/vol/6/1/000113/000113.html
000114	2013	Lynne Siemens	University of Victoria	Developing Academic Capacity in Digital Humanities: Thoughts from the Canadian Community	000077	000311	000471	000147	000334	000006	000177	000186	000567	000035	https://digitalhumanities.org/dhq/vol/7/1/000114/000114.html
000115	2013	Yung-Hsing Wu	University of Louisiana, Lafayette	Kindling, Disappearing, Reading	000103	000054	000457	000075	000147	000150	000564	000394	000503	000108	https://digitalhumanities.org/dhq/vol/7/1/000115/000115.html
000116	2013	Ruth Mostern | Elana Gainor	University of California Merced | University of California Merced	Traveling the Silk Road on a Virtual Globe: Pedagogy, Technology and Evaluation for Spatial History	000031	000003	000415	000483	000330	000652	000679	000614	000302	000312	https://digitalhumanities.org/dhq/vol/7/2/000116/000116.html
000117	2012	John A. Walsh	Indiana University	Comic Book Markup Language: An Introduction and Rationale	000052	000212	000159	000007	000619	000004	000276	000275	000230	000122	https://digitalhumanities.org/dhq/vol/6/1/000117/000117.html
000118	2012	Lissa Holloway-Attaway	Blekinge Tekniska Högskola	Beyond Representation: Embodied Expression and Social Me-dia	000122	000049	000110	000409	000437	000143	000106	000115	000150	000344	https://digitalhumanities.org/dhq/vol/6/2/000118/000118.html
000119	2012	Craig Bellamy	VeRSI, University of Melbourne, Australia	The Sound of Many Hands Clapping: Teaching the Digital Humanities through Virtual Research Environment (VREs)	000047	000184	000386	000072	000167	000177	000311	000127	000077	000239	https://digitalhumanities.org/dhq/vol/6/2/000119/000119.html
000120	2012	Aden Evens	Dartmouth College	Web 2.0 and the Ontology of the Digital	000011	000256	000049	000361	000264	000147	000457	000109	000369	000471	https://digitalhumanities.org/dhq/vol/6/2/000120/000120.html
000121	2012	John Bradley	Kings College London	Towards a Richer Sense of Digital Annotation: Moving Beyond a "Media" Orientation of the Annotation of Digital Objects	000507	000275	000178	000081	000056	000279	000518	000159	000265	000224	https://digitalhumanities.org/dhq/vol/6/2/000121/000121.html
000122	2012	Stephanie Boluk | Patrick LeMieux	Vassar College | Duke University	Stretched Skulls: Anamorphic Games and the memento mortem mortis	000118	000085	000066	000098	000110	000541	000339	000238	000457	000265	https://digitalhumanities.org/dhq/vol/6/2/000122/000122.html
000123	2012	Geoffrey Rockwell | Peter Organisciak | Megan Meredith-Lobay | Kamal Ranaweera | Stan Ruecker | Julianne Nyhan	University of Alberta | University of Illinois, Urbana-Champaign | University of Alberta | University of Alberta | Illinois Institute of Technology | University College London	The Design of an International Social Media Event: A Day in the Life of the Digital Humanities	000336	000031	000125	000078	000019	000111	000173	000202	000026	000047	https://digitalhumanities.org/dhq/vol/6/2/000123/000123.html
000124	2012	Paul Stephens	Columbia University	From the Personal to the Proprietary: Conceptual Writing's Critique of Metadata	000231	000052	000344	000424	000056	000185	000003	000184	000371	000446	https://digitalhumanities.org/dhq/vol/6/2/000124/000124.html
000125	2012	Tim Causer | Valerie Wallace	Bentham Project, University College London | Bentham Project, University College London,and Center for History and Economics, Harvard University	Building A Volunteer Community: Results and Findings from Transcribe Bentham	000173	000123	000071	000327	000034	000205	000410	000536	000336	000047	https://digitalhumanities.org/dhq/vol/6/2/000125/000125.html
000126	2012	John Johnston	Emory University	Webbots and Machinic Agency	000146	000555	000197	000684	000314	000583	000349	000595	000397	000436	https://digitalhumanities.org/dhq/vol/6/2/000126/000126.html
000127	2012	Paul S. Rosenbloom	Department of Computer Science and Institute for Creative Technologies, University of Southern California	Towards a Conceptual Framework for the Digital Humanities	000072	000134	000055	000167	000620	000119	000163	000112	000080	000145	https://digitalhumanities.org/dhq/vol/6/2/000127/000127.html
000128	2012	Belinda Barnet	Swinburne University of Technology	Machine Enhanced (Re)minding: the Development of Storyspace	000197	000387	000075	000281	000317	000486	000356	000564	000203	000595	https://digitalhumanities.org/dhq/vol/6/2/000128/000128.html
000129	2012	Kari Kraus | Rachel Donahue	University of Maryland | University of Maryland	"Do You Want to Save Your Progress?": The Role of Professional and Player Communities in Preserving Virtual Worlds	000204	000227	000151	000122	000179	000084	000076	000491	000536	000486	https://digitalhumanities.org/dhq/vol/6/2/000129/000129.html
000130	2012	Julianne Nyhan | Andrew Flinn | Anne Welsh	Lecturer, UCL | Lecturer, UCL | Lecturer, UCL	A short Introduction to the Hidden Histories project and interviews	000133	000132	000134	000131	000086	000135	000079	000326	000543	000081	https://digitalhumanities.org/dhq/vol/6/3/000130/000130.html
000131	2012	Ray Siemens | Anne Welsh | Julianne Nyhan | Jessica Salmon	University of Victoria | University College London | University College London | University of Trier	Video-gaming, Paradise Lost and TCP/IP: an Oral History Conversation between Ray Siemens and Anne Welsh	000134	000097	000197	000133	000188	000207	000128	000018	000105	000130	https://digitalhumanities.org/dhq/vol/6/3/000131/000131.html
000132	2012	John Unsworth | Anne Welsh | Julianne Nyhan | Jessica Salmon	Brandeis University | University College London | University College London | University of Trier	Postmodern Culture and More: an Oral History Conversation between John Unsworth and Anne Welsh	000741	000131	000130	000008	000006	000077	000134	000039	000645	000135	https://digitalhumanities.org/dhq/vol/6/3/000132/000132.html
000133	2012	Harold Short | Julianne Nyhan | Anne Welsh | Jessica Salmon	King's College London and University of Western Sydney | University College London | University College London | University of Trier	"Collaboration Must Be Fundamental or It's Not Going to Work": an Oral History Conversation between Harold Short and Julianne Nyhan	000070	000336	000080	000079	000077	000184	000055	000134	000311	000177	https://digitalhumanities.org/dhq/vol/6/3/000133/000133.html
000134	2012	Willard McCarty | Julianne Nyhan | Anne Welsh | Jessica Salmon	King's College London and University of Western Sydney | University College London | University College London | University of Trier	Questioning, Asking and Enduring Curiosity: an Oral History Conversation between Julianne Nyhan and Willard McCarty	000167	000133	000074	000095	000112	000127	000022	000142	000335	000701	https://digitalhumanities.org/dhq/vol/6/3/000134/000134.html
000135	2012	Geoffrey Rockwell | Julianne Nyhan | Anne Welsh | Jessica Salmon	University of Alberta | University College London | University College London | University of Trier	Trading Stories: an Oral History Conversation between Geoffrey Rockwell and Julianne Nyhan	000623	000097	000315	000368	000280	000487	000332	000709	000001	000263	https://digitalhumanities.org/dhq/vol/6/3/000135/000135.html
000136	2012	Fred Gibbs | Trevor Owens	George Mason University | Library of Congress	Building Better Digital Humanities Tools: Toward broader audiences and user-centered designs	000081	000310	000227	000019	000184	000205	000481	000668	000173	000376	https://digitalhumanities.org/dhq/vol/6/2/000136/000136.html
000137	2012	Brent Nelson | Jon Bath	University of Saskatchewan | University of Saskatchewan	Old Ways for Linking Texts in the Digital Reading Environment: The Case of the Thompson Chain Reference Bible	000075	000180	000703	000140	000028	000203	000178	000340	000181	000113	https://digitalhumanities.org/dhq/vol/6/2/000137/000137.html
000138	2012	Anna Chen	The University of Texas at Austin	In One's Own Hand: Seeing Manuscripts in a Digital Age	000140	000159	000201	000003	000398	000257	000382	000004	000139	000371	https://digitalhumanities.org/dhq/vol/6/2/000138/000138.html
000139	2012	Joseph Tabbi	University of Illinois at Chicago (UIC)	Graphic Sublime: On the Art and Designwriting of Kate Armstrong and Michael Tippett	000212	000230	000193	000379	000159	000017	000138	000140	000048	000150	https://digitalhumanities.org/dhq/vol/6/2/000139/000139.html
000140	2013	Alison Tara Walker	Saint Louis University	The Boundless Book: A Conversation between the Pre-modern and Posthuman	000382	000108	000197	000171	000369	000203	000138	000188	000257	000389	https://digitalhumanities.org/dhq/vol/7/1/000140/000140.html
000141	2012	Terry Harpold	University of Florida	The Underside of the Digital Field	000386	000482	000415	000614	000047	000532	000727	000003	000458	000002	https://digitalhumanities.org/dhq/vol/6/2/000141/000141.html
000142	2013	Belinda Roman	St. Mary's University	An Agent-based Model for the Humanities	000145	000180	000151	000134	000193	000167	000119	000443	000112	000076	https://digitalhumanities.org/dhq/vol/7/1/000142/000142.html
000143	2013	Johanna Drucker	UCLA	Performative Materiality and Theoretical Approaches to Interface	000118	000122	000238	000110	000308	000409	000397	000115	000056	000212	https://digitalhumanities.org/dhq/vol/7/1/000143/000143.html
000144	2013	Ryan Cordell	Northeastern University	"Taken Possession of": The Reprinting and Reauthorship of Hawthorne's "Celestial Railroad" in the Antebellum Religious Press	000176	000150	000097	000187	000044	000192	000231	000362	000317	000300	https://digitalhumanities.org/dhq/vol/7/1/000144/000144.html
000145	2013	Eduard A. Arriaga | Fernando Sancho Caparrini | Juan Luis Suárez	University of Western Ontario | University of Sevilla | University of Western Ontario	Modeling Afro-Latin American Artistic Representations in Topic Maps: Cuba’s Prominence in Latin American Discourse	000142	000148	000074	000019	000105	000291	000055	000300	000193	000134	https://digitalhumanities.org/dhq/vol/7/1/000145/000145.html
000146	2013	Tanya Clement | David Tcheng | Loretta Auvil | Boris Capitanu | Megan Monroe	University of Texas, Austin | University of Illinois, Urbana-Champaign | University of Illinois, Urbana-Champaign | University of Illinois, Urbana-Champaign | University of Maryland, College Park	Sounding for Meaning: Using Theories of Knowledge Representation to Analyze Aural Patterns in Texts	000170	000373	000397	000026	000104	000115	000173	000105	000341	000332	https://digitalhumanities.org/dhq/vol/7/1/000146/000146.html
000147	2013	Robin Wharton	Independent Scholar	Digital Humanities, Copyright Law, and the Literary	000320	000478	000233	000193	000188	000310	000471	000304	000311	000274	https://digitalhumanities.org/dhq/vol/7/1/000147/000147.html
000148	2013	Ed Finn	Arizona State University	Revenge of the Nerd: Junot Díaz and the Networks of American Literary Imagination	000145	000448	000323	000142	000387	000314	000545	000193	000300	000170	https://digitalhumanities.org/dhq/vol/7/1/000148/000148.html
000149	2013	Nick Montfort | Stephanie Strickland	MIT | Independent scholar	cut to fit the toolspun course	000698	000699	000165	000409	000500	000157	000325	000693	000153	000308	https://digitalhumanities.org/dhq/vol/7/1/000149/000149.html
000150	2013	Whitney Anne Trettien	Duke University	A Deep History of Electronic Textuality: The Case of English Reprints Jhon Milton Areopagitica	000051	000029	000456	000088	000099	000047	000212	000054	000144	000180	https://digitalhumanities.org/dhq/vol/7/1/000150/000150.html
000151	2013	Matthew Kirschenbaum	University of Maryland	The .txtual Condition: Digital Humanities, Born-Digital Archives, and the Future Literary	000227	000215	000199	000054	000478	000184	000180	000145	000035	000156	https://digitalhumanities.org/dhq/vol/7/1/000151/000151.html
